,id,name,domain_id,closed,city_name,zipcode,geohash,new_open,weighted_average_rating,number_of_chains,number_of_bookmarks,number_of_reviews,number_of_product_tags,total_number_of_views,number_of_checkins,number_of_menu_groups,number_of_menu_photos,category_name,price_range,avg_price,parking,credit_card_accepted,good_for_groups,good_for_kids,bookable,best_of_wongnai,wifi,number_of_seats,music_venue,hotel_restaurant,pet_friendly,delivery
157929,226772,บังเษม,1,0,Nakhon Si Thammarat,80000,w1rpfxm,0,3.0,,,1,0,674,1,0,1,Muslim,1.0,,1.0,,,,,,,,,,,
157959,226817,บ้านต้นน้ำกาแฟสด,1,0,Nakhon Si Thammarat,80230,w1wbn14,0,4.0,,1.0,1,0,443,0,0,0,Café/Coffee Shop,2.0,,2.0,0.0,1.0,1.0,1.0,,,2.0,,,,
157993,226856,ก๋วยเตี๋ยวผีบอก,1,0,Nakhon Si Thammarat,,w1qykye,0,3.0,,1.0,1,0,578,1,0,2,Noodles,1.0,,1.0,0.0,,,,,,,,,,
158084,226969,ร้านมุมนายหัว,1,0,Nakhon Si Thammarat,80000,w1rp3g9,0,0.0,,,0,0,232,0,0,0,Other,,,,,,,,,,,,,,
158288,227277,ร้านกาแฟสดบ้านคุณย่า,1,0,Nakhon Si Thammarat,,w1x1613,0,4.433333333,,3.0,2,0,1076,0,0,0,Juice/Coffee/Tea/Soft drinks,1.0,,1.0,,,,,,1.0,3.0,,,,
158406,227422,ข้าวแกงป้าดี ขนอม,1,0,Nakhon Si Thammarat,80210,w1xh2kv,0,4.0,,1.0,1,0,494,0,0,0,Southern Food,1.0,,3.0,,,,,,,,,,,
158461,227496,ข้าวหลอกลวง,1,0,Nakhon Si Thammarat,,w1rpepd,0,5.0,,1.0,1,0,634,0,0,1,Late Night Rice Porridge,1.0,,1.0,0.0,1.0,1.0,1.0,,,3.0,,,,
158626,227714,กล้วยอบท่าไร่ น้ำจิ้มช้าง,1,0,Nakhon Si Thammarat,,w1rpgck,0,5.0,,,1,0,279,0,0,2,Dessert,1.0,,3.0,0.0,,,,,,0.0,,,,
158654,227747,ส้มตำเจ๊กล้วย,1,0,Nakhon Si Thammarat,80110,w1qykk1,0,0.0,,6.0,0,3,1904,0,0,0,North East,1.0,,,,,,,,,,,,,
158681,227778,ขนมครกใบเตย,1,0,Nakhon Si Thammarat,,w1x13c4,0,4.0,,1.0,1,0,527,1,0,0,Street Food/Food Stands,1.0,,1.0,,,,,,0.0,0.0,,,,
158708,227812,ร้านจ่าชัย,1,0,Nakhon Si Thammarat,80120,w1x51rb,0,0.0,,,0,0,92,0,0,0,Thai,,,,,,,,,,,,,,
158758,227873,สวนอาหารปลายสวน,1,0,Nakhon Si Thammarat,80110,w1qyk4r,0,3.8,,8.0,3,0,1818,3,0,1,Thai,1.0,,,,,,,,,,,,,
158772,227891,BURGER BAR,1,0,Nakhon Si Thammarat,80000,w1x04tw,0,3.089285714,,3.0,3,0,928,2,0,1,Fastfood,1.0,,,,,,,,,,,,,
158873,228015,พี่แอ๊ดโภชนา 1998,1,0,Nakhon Si Thammarat,,w1rpfy0,0,4.0,,,2,1,334,4,0,0,Quick Meal,1.0,,,,,,,,,,,,,
159184,228389,ยำเส้นขนมจีน By Mc Ning ครัว Mc,1,0,Nakhon Si Thammarat,,w1x11wy,0,4.0,,,1,0,263,0,0,1,Street Food/Food Stands,1.0,,1.0,,,,,,,,,,,
159203,228412,ศรีตง ข้าวมันไก่บ้าน (สูตรไหหลำ),1,0,Nakhon Si Thammarat,80000,w1x04cd,0,4.534482758999999,,11.0,5,0,1056,4,0,0,Quick Meal,1.0,,1.0,0.0,,,,,,,,,,
159245,228460,ร้านอาหารอิสลาม,1,0,Nakhon Si Thammarat,80120,w1xh2mh,0,0.0,,,0,0,1879,0,0,0,Muslim,,,,,,,,,,,,,,
159604,228921,กุ๊กธานี,1,0,Nakhon Si Thammarat,80240,w1qxjpj,0,4.0,,,0,0,513,0,0,1,Quick Meal,1.0,,1.0,,,,,,,,,,,
159789,229159,โอลิเวียรีสอร์ท,1,0,Nakhon Si Thammarat,80140,w1rprxb,0,0.0,,,0,0,383,0,0,0,Other,,,,,,,,,,,,1.0,,
159912,229311,จอยจิ๋วตะหลิวทอง,1,0,Nakhon Si Thammarat,80000,w1rpfgc,0,4.0,,4.0,3,4,722,3,0,2,Thai,1.0,,,,,,,,1.0,,,,,
160015,229446,ครัวริมสวน,1,0,Nakhon Si Thammarat,80120,w1x5324,0,5.0,,2.0,2,1,1653,0,0,0,Thai,1.0,,,,,,,,,,,,,
160076,229520,อัศนีคาราโอเกะ,1,0,Nakhon Si Thammarat,80140,w1rr807,0,0.0,,,0,0,288,0,0,0,Karaoke,,,,,,,,,,,,,,
160332,229839,ต้นตำรับ,1,0,Nakhon Si Thammarat,,w1wbdwc,0,3.0,,,1,1,422,0,0,0,Noodles,1.0,,3.0,0.0,,,0.0,,1.0,,,,,
160387,229914,บ้านแกงอ่าฉ๊ะ,1,0,Nakhon Si Thammarat,80170,w1rmdz2,0,0.0,,1.0,0,0,1351,0,0,0,Muslim,1.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
160398,229925,ครัวใต้ขาม(Tai Kham Thai Foods),1,0,Nakhon Si Thammarat,,w1xh0tv,1,0.0,,,0,1,631,0,0,0,Delivery Only,2.0,,3.0,0.0,1.0,1.0,,,,1.0,0.0,0.0,1.0,1.0
160466,230010,กล้วยปิ้งแม่ฝาด,1,0,Nakhon Si Thammarat,,w1rnb9m,0,4.0,,,0,0,72,1,0,0,Street Food/Food Stands,1.0,,,,,,,,,,,,,
160552,230119,สุขทวี โภชนา,1,0,Nakhon Si Thammarat,,w1x049j,0,4.046511628,,7.0,4,2,2566,6,0,16,Quick Meal,2.0,,1.0,0.0,1.0,1.0,0.0,,,2.0,,,,
160668,230267,กินเส้น,1,0,Nakhon Si Thammarat,80000,w1rpg03,0,4.0,14.0,3.0,1,8,699,1,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
160817,230457,ครัวทะเล,1,0,Nakhon Si Thammarat,80000,w1x04b2,0,3.805907173,,41.0,21,3,8368,11,0,1,Seafood,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
160957,230661,ครัวสุชาดา,1,0,Nakhon Si Thammarat,,w1rmdz8,0,4.777777778,,,1,0,1049,0,0,0,Muslim,1.0,,3.0,,,,,,,,,,,
160969,230676,ร้านก๋วยเตี๋ยวลุงทุม-ป้าเหนียว,1,0,Nakhon Si Thammarat,80130,w1rnkuj,0,0.0,,,0,0,308,0,0,0,Noodles,,,,,,,,,,,,,,
161146,230921,คาราโอเกะสองพี่น้อง,1,0,Nakhon Si Thammarat,80110,w1rn875,0,0.0,,,0,0,288,0,0,0,Karaoke,,,,,,,,,,,,,,
161217,231022,ร้านพี่รจ คอเขา,1,0,Nakhon Si Thammarat,80210,w1xh2er,0,3.825174825,,15.0,8,3,5286,1,0,7,Seafood,3.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,
161252,231059,Shabu Indy,1,0,Nakhon Si Thammarat,80000,w1rpfyh,0,3.75,131.0,12.0,10,1,5037,3,0,3,Sukiyaki/Shabu,2.0,,3.0,1.0,1.0,1.0,,,1.0,,,,,
161503,231373,ร้านอาหารเจ้าพระยา (โกชัย),1,0,Nakhon Si Thammarat,80000,w1x04bk,0,3.0,,1.0,1,0,282,1,0,0,Thai,2.0,,,,,,,,,,,,,
161670,231590,เขาหลวงรีสอร์ท 1,1,0,Nakhon Si Thammarat,80230,w1qzt9e,0,4.0,,2.0,1,0,1155,0,0,0,Fastfood,3.0,,,,,,,,,,,1.0,,
162127,232159,ห้องอาหารรุ่งฟ้าคาเฟ่,1,0,Nakhon Si Thammarat,80230,w1wbrg2,0,0.0,,,0,0,607,0,0,0,Café/Coffee Shop,,,,,,,,,,,,,,
162157,232193,อีสานคนใต้,1,0,Nakhon Si Thammarat,80000,w1x00me,0,0.0,,,0,0,142,0,0,0,North East,,,,,,,,,,,,,,
162203,232256,พี่จอย,1,0,Nakhon Si Thammarat,,w1x13cf,0,3.0,,,1,3,372,0,0,0,North East,1.0,,3.0,,,,,,,,,,,
162254,232319,ชา...ละมุน,1,0,Nakhon Si Thammarat,,w1x00mk,0,4.055555556,,,2,1,447,1,0,0,Juice/Coffee/Tea/Soft drinks,1.0,,,,,,,,,,,,,
162322,232405,น้ำเต้าหู้ 8 เซียน กระทะทอง,1,0,Nakhon Si Thammarat,80000,w1rpfzu,0,3.972222222,,6.0,3,1,1472,2,0,0,Dessert,1.0,,1.0,0.0,,,,,,,,,,
162351,232447,ฅ.กาแฟ,1,0,Nakhon Si Thammarat,80250,w1qz7zn,0,0.0,,3.0,0,0,590,0,0,0,Café/Coffee Shop,2.0,,3.0,,,,,,,,,,,
162436,232562,ร้านโกอ๋อง,1,0,Nakhon Si Thammarat,80110,w1qyr7n,0,4.0,,,0,0,170,0,0,0,Chinese,,,,,,,,,,,,,,
162475,232610,ขนมโตเกียว​น้าเก๋,1,0,Nakhon Si Thammarat,,w1x048v,0,5.0,,1.0,1,0,126,0,0,0,Street Food/Food Stands,1.0,,,,,,,,,,,,,
162492,232634,น้ำผึ้ง 3 จันดี (โกต๋อย),1,0,Nakhon Si Thammarat,80150,w1qz9n3,0,4.0,,3.0,1,1,733,1,0,0,Thai,2.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,,,,
162668,232858,กล้วยทอดซอยตึกดิน,1,0,Nakhon Si Thammarat,,w1rpfu3,0,4.5,,1.0,2,1,475,0,0,0,Street Food/Food Stands,1.0,,1.0,0.0,1.0,1.0,,,0.0,,0.0,0.0,,0.0
162932,233204,นีดาร็อครีสอร์ท,3,0,Nakhon Si Thammarat,80210,w1xh86q,0,0.0,,,0,0,60,0,0,0,Hotel/Resort,,,3.0,,,,,,1.0,,,,0.0,
162962,233236,โตเกียว จัมโบ้,1,0,Nakhon Si Thammarat,,w1rpfzj,0,4.0,,1.0,1,0,410,2,0,0,Dessert,1.0,,,,,,,,,,,,,
162989,233265,ส้มตำเจ๊ณีย์,1,0,Nakhon Si Thammarat,80160,w1x1616,0,3.402597403,,7.0,5,1,1927,2,0,0,North East,2.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,
163033,233318,ร้านอาหารบ้านแม่เอียด,1,0,Nakhon Si Thammarat,80140,w1rnrp6,0,0.0,,,0,0,235,0,0,0,Thai,,,,,,,,,,,,,,
163053,233342,เดอะชิค ข้าวหมกไก่,1,0,Nakhon Si Thammarat,80000,w1rpdvg,0,3.411764706,,2.0,2,0,807,2,0,4,Muslim,1.0,,3.0,0.0,,,,,,,,,,
163221,233544,Cafe Amazon ,1,0,Nakhon Si Thammarat,,w1x11m8,0,3.0,576.0,1.0,3,14,1265,0,0,1,Café/Coffee Shop,1.0,,3.0,0.0,,,,,0.0,,,,,
163451,233835,CORRETTO,1,0,Nakhon Si Thammarat,80000,w1rpfvj,0,4.05,,42.0,9,1,3305,7,0,1,Café/Coffee Shop,1.0,,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,,,,
163726,234187,ปริ้นซ์เซสคาเฟ่,1,0,Nakhon Si Thammarat,80000,w1rpfsy,0,3.854166667,,11.0,4,1,1296,3,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
163769,234251,โกเบิร์ด ข้าวต้ม,1,0,Nakhon Si Thammarat,80110,w1qy7y5,0,3.0,,4.0,1,0,2213,1,0,0,Pubs/Dance Clubs/Disco Tecs,1.0,,,,,,,,,,,,,
163841,234341,เจเจ,1,0,Nakhon Si Thammarat,80000,w1rpfxy,0,0.0,,,0,0,132,0,0,0,Other,,,,,,,,,,,,,,
163849,234351,น้ำชาล้อมวง,1,0,Nakhon Si Thammarat,,w1qykqc,0,0.0,,,0,0,542,0,0,0,Café/Coffee Shop,1.0,,3.0,,1.0,1.0,,,,,1.0,,,
163876,234383,Cafe' Amazon,1,0,Nakhon Si Thammarat,80170,w1rm6vw,0,0.0,,,0,0,558,0,0,0,Bakery/Cake,1.0,,,,,,,,,,,,,
163905,234421,โรงแรมชฎาแอท นคร ,3,0,Nakhon Si Thammarat,,w1x069u,0,5.0,,,0,0,1113,0,0,0,Hotel/Resort,,,3.0,,,,,,1.0,,,,0.0,
163924,234442,Summer beach khanom,1,0,Nakhon Si Thammarat,80210,w1xh0sv,0,3.803738318,,17.0,7,1,4374,3,0,6,Bars,3.0,,3.0,0.0,,,,,,,,,,
163938,234460,อุบลชาติคาราโอเกะ,1,0,Nakhon Si Thammarat,80000,w1rpg0c,0,0.0,,,0,0,701,0,0,0,Karaoke,,,,,,,,,,,,,,
164326,234942,สวนอาหารร่มไม้,1,0,Nakhon Si Thammarat,80110,w1qykkq,0,0.0,,,0,0,312,0,0,0,Thai,,,,,,,,,,,,,,
164372,234999,โรงแรมขนอมซันไรส์รีสอร์ท,3,0,Nakhon Si Thammarat,80210,w1xh08q,0,0.0,,1.0,0,0,224,0,0,0,Hotel/Resort,,,3.0,,,,,,1.0,,,,0.0,
164536,235208,KFC,1,0,Nakhon Si Thammarat,80000,w1rpfzg,0,3.677419355,629.0,1.0,3,5,2106,1,0,0,Fastfood,2.0,,,,,,,,,,,,,1.0
164649,235349,กะนา อาหารตามสั่ง,1,0,Nakhon Si Thammarat,,w1xh2nw,0,3.0,,2.0,1,0,1906,1,0,0,Muslim,1.0,,1.0,0.0,1.0,1.0,0.0,,0.0,2.0,,,,
164660,235363,โจ๊กกลางซอย,1,0,Nakhon Si Thammarat,,w1wbydm,0,4.0,,1.0,1,1,782,0,0,0,American,2.0,,,,,,,,,,,,,
164747,235469,กอบัวเนื้อเน้นๆ,1,0,Nakhon Si Thammarat,,w1rp9bf,0,3.739130435,,2.0,3,1,780,3,0,0,Quick Meal,1.0,,3.0,0.0,,,,,,,,,,
164759,235481,นคร คลีนฟู้ด,1,0,Nakhon Si Thammarat,80000,w1x042c,0,0.0,,1.0,0,1,1016,0,0,2,Delivery Only,1.0,,,,,,,,,,,,,
164857,235600,หมู่บ้านคีรีวง,4,0,Nakhon Si Thammarat,80230,w1qzyxd,0,3.97826087,,6.0,4,0,496,0,0,0,Indigenous People,,,1.0,,,,,,,,,,1.0,
164898,235647,ร้านต้นไม้,1,0,Nakhon Si Thammarat,80000,w1wcrg2,0,4.0,,3.0,1,0,672,1,0,1,Café/Coffee Shop,1.0,,1.0,,,,,,,,,,,
164969,235735,ฮาโหลที่ขนอม,3,0,Nakhon Si Thammarat,80210,w1xh26p,0,0.0,,,0,0,48,0,0,0,Hotel/Resort,,,3.0,,,,,,1.0,,,,1.0,
165047,235854,ร้านอาหารครัว 15 ไร่,1,0,Nakhon Si Thammarat,80000,w1rp13d,0,0.0,,,0,0,99,0,0,0,Thai,,,,,,,,,,,,,,
165113,236009,smile bakery,1,0,Nakhon Si Thammarat,,w1wsh2h,0,0.0,,2.0,0,0,409,0,0,0,Bakery/Cake,,,,,,,,,,,,,,
165162,236063,กล้วยทอดแม่เล็ก,1,0,Nakhon Si Thammarat,,w1x13ct,0,4.0,,,1,0,146,1,0,0,Street Food/Food Stands,1.0,,,,,,,,,,,,,
165239,236164,วัดธาตุน้อย,4,0,Nakhon Si Thammarat,80250,w1qz9hk,0,0.0,,,0,0,105,0,0,0,Temple,,,3.0,,,,,,,,,,,
165276,236211,โรตีป้าหนอม,1,0,Nakhon Si Thammarat,80000,w1rpg18,0,3.53164557,,9.0,8,1,1881,8,0,8,Café/Coffee Shop,1.0,,0.0,0.0,,,,,,,,,,
165302,236246,Cote' Cafe,1,0,Nakhon Si Thammarat,80000,w1rpff4,0,3.5142857139999997,,51.0,21,3,7380,12,0,2,Café/Coffee Shop,2.0,,1.0,0.0,,,,,1.0,,,,,
165364,236327,ร้านก๋วยเตี๋ยวหมูมะนาวหลาหมอปาน,1,0,Nakhon Si Thammarat,80000,w1rpfs9,0,4.0,,4.0,1,0,420,0,0,0,Noodles,1.0,,,,,,,,,,,,,
165388,236363,ลาบเป็ดอุดร สาขาหนองดี,1,0,Nakhon Si Thammarat,80220,w1qxr56,0,4.0,,,0,0,349,0,0,0,North East,2.0,,,,,,,,,,,,,
165547,236546,ขนมครก ป้าอิ้น,1,0,Nakhon Si Thammarat,,w1xh2mk,0,4.032258065,,,1,0,387,1,0,0,Dessert,1.0,,,,,,,,,,,,,
165602,236617,ผัดไทยไร้เทียมทาน,1,0,Nakhon Si Thammarat,80000,w1rpfv8,0,3.6,,2.0,2,0,442,2,0,0,Quick Meal,1.0,,1.0,,,,,,,,,,,
165918,237025,ใยไหม น้ำแข็งใส,1,0,Nakhon Si Thammarat,,w1x13c4,0,4.0,,3.0,2,1,495,1,0,0,Street Food/Food Stands,1.0,,,,,,,,,,,,,
165975,237090,ครัวภูผาริมน้ำ,1,0,Nakhon Si Thammarat,80110,w1qvgyd,0,4.0,,4.0,1,0,2956,0,0,0,Northern Food,2.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
166214,237520,Cha Balloon Tha ha,1,0,Nakhon Si Thammarat,,w1wbn0g,0,4.0,,3.0,2,0,1839,3,0,1,Café/Coffee Shop,1.0,,,,,,,,,,,,,
166884,238344,ทำนม,1,0,Nakhon Si Thammarat,,w1x11wv,0,3.4214285710000003,,18.0,9,2,2975,5,0,6,Muslim,1.0,,1.0,0.0,,,,,1.0,2.0,,,,
166907,238373,เวลากาแฟทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qy7x6,0,4.928571429,,5.0,2,5,1810,0,0,3,Café/Coffee Shop,2.0,,3.0,0.0,1.0,1.0,0.0,,0.0,2.0,,,,
167276,238814,บ้านกับข้าว,1,0,Nakhon Si Thammarat,,w1rpfvg,0,4.0,,,1,0,198,1,0,0,Quick Meal,1.0,,1.0,,,,,,,,,,,
167531,239120,โล่งโต้งยายยวง,1,0,Nakhon Si Thammarat,,w1xh2q7,0,4.0,,1.0,1,0,814,1,0,0,Noodles,1.0,,3.0,0.0,,,,,,,,,,
167566,239160,ชายสี่บะหมี่เกี๊ยว,1,0,Nakhon Si Thammarat,,w1xh2mh,0,4.0,73.0,1.0,1,7,254,1,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
167574,239170,Charlie's Steak,1,0,Nakhon Si Thammarat,80110,w1qykjv,0,0.0,22.0,1.0,0,5,516,0,0,0,American,2.0,,1.0,,,,,,,,,,,
168004,239832,ชายสี่บะหมี่เกี๊ยว,1,0,Nakhon Si Thammarat,80180,w1rj76q,0,0.0,73.0,1.0,0,7,566,1,0,0,Noodles,1.0,,,,1.0,1.0,,,,,,,,
168065,239907,วุฒิ-ศักดิ์คลินิก,2,0,Nakhon Si Thammarat,80110,w1qykjt,0,0.0,93.0,,0,0,941,0,0,0,Facial,,,3.0,1.0,,,,,,,,,,
168159,240019,ลุงเทพข้าวต้มหัวไทร,1,0,Nakhon Si Thammarat,,w1rmf0q,0,0.0,,1.0,0,0,334,0,0,0,Late Night Rice Porridge,5.0,,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,0.0,0.0,,0.0
168187,240055,ก๋วยเตี๋ยวเรือขุนทอง,1,0,Nakhon Si Thammarat,80180,w1rnn1q,0,3.0,,1.0,3,0,843,6,0,0,Noodles,,,,,,,,,,,,,,
168227,240111,i-yane,1,0,Nakhon Si Thammarat,80000,w1rpfgc,0,4.103703704,,42.0,12,1,4679,7,0,5,Café/Coffee Shop,2.0,,1.0,,,,,,1.0,,,,,
168349,240272,โรตี,1,0,Nakhon Si Thammarat,80120,w1x5324,0,5.0,,,1,1,1037,0,0,0,Muslim,1.0,,,,1.0,1.0,,,,,,,,
168574,240555,DUCA’ TIM,1,0,Nakhon Si Thammarat,,w1rpfyj,0,4.0,,3.0,2,0,309,1,0,0,Food Truck,1.0,,3.0,,,,,,,,,,,
168808,240847,Monkey Shake,1,0,Nakhon Si Thammarat,,w1rpfzg,0,3.0,,,1,0,475,3,0,0,Juice/Coffee/Tea/Soft drinks,1.0,,3.0,,,,,,,1.0,,,,
169108,241208,เรือนผักกูด รีสอร์ท แอนด์ เรสเตอรอง,1,0,Nakhon Si Thammarat,,w1qzs2j,0,4.431734317,,82.0,20,4,12063,12,0,7,Healthy Food,2.0,,3.0,0.0,,,,,,,,,,
169120,241224,ครัวท่าเรือ ท่องเที่ยวเชิงนิเวศเกษตร,1,0,Nakhon Si Thammarat,80180,w1rj792,0,0.0,,4.0,0,0,1080,0,0,0,Southern Food,1.0,,,,,,,,,,,,,
169216,241343,ก๋วยเตี๋ยวเรืออยุธยาคุณนุช,1,0,Nakhon Si Thammarat,80220,w1qxprb,0,0.0,,,0,0,198,0,0,0,Noodles,,,,,,,,,,,,,,
169255,241392,กินเตี๋ยวชาววัง,1,0,Nakhon Si Thammarat,80000,w1rpfu8,0,3.8019801980000003,,42.0,5,1,3558,5,0,1,Noodles,1.0,,1.0,0.0,1.0,0.0,0.0,,,,,,,
169308,241455,พี่ติ๊ก ก๋วยเตี๋ยวแชมป์ เพชรจริก,1,0,Nakhon Si Thammarat,,w1rpfbg,0,4.0,,3.0,2,1,765,3,0,4,Noodles,1.0,,3.0,0.0,,,,,,,,,,
169444,241613,กุลทอง,1,0,Nakhon Si Thammarat,80000,w1x04bc,0,4.0,,9.0,4,0,685,3,0,1,Thai,1.0,,,,,,,,,,,,,
169674,241902,Cafe Amazon,1,0,Nakhon Si Thammarat,80000,w1rpdvg,1,3.6,576.0,,2,13,832,2,0,0,Café/Coffee Shop,1.0,,,,,,,,,2.0,,,,
169717,241955,โกอู๊ดซีฟู้ด,1,0,Nakhon Si Thammarat,80140,w1rr944,0,3.447368421,,2.0,2,1,2149,1,0,10,Seafood,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,5.0,,,1.0,
169758,242004,ต้มยำหมูมะนาวตัวแม่,1,0,Nakhon Si Thammarat,,w1rpdvy,0,4.0,,1.0,1,0,164,0,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
169860,242125,กาลครั้งหนึ่ง,1,0,Nakhon Si Thammarat,80210,w1xh2me,0,4.0,,5.0,1,1,3303,4,0,0,Bars,2.0,,1.0,,,,,,,,1.0,,,
170020,242328,ทุ่งสงซาลาเปา ต้นตระกูล ,1,0,Nakhon Si Thammarat,80110,w1qykwc,1,3.952380952,,,1,2,890,0,0,0,Dim Sum,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,2.0,,,,
170093,242418,โกฮุยติ่มซำ,1,0,Nakhon Si Thammarat,80000,w1rpfvu,0,3.9022988510000003,,23.0,14,3,3331,6,0,2,Dim Sum,2.0,,3.0,0.0,1.0,1.0,1.0,,1.0,4.0,,,,
170170,242506,แดรี่ฮัท,1,0,Nakhon Si Thammarat,80110,w1qykhw,0,3.540740741,,30.0,15,2,2869,8,0,5,Other,2.0,,3.0,1.0,,,,,,,,,,
170288,242640,ห้องอาหารเอแอนด์เอ,1,0,Nakhon Si Thammarat,80000,w1x048x,0,3.516393443,,13.0,10,6,2545,10,0,5,Thai,2.0,,3.0,1.0,,,,,,,,,,
170486,242886,บ้านเบเกอรี่,1,0,Nakhon Si Thammarat,80110,w1qykqg,0,4.0,,2.0,1,0,1057,0,0,0,Bakery/Cake,2.0,,,,,,,,,,,,,
170504,242909,ส้มตำน้องมะนาว,1,0,Nakhon Si Thammarat,,w1x13b9,0,4.0,,1.0,1,0,286,1,0,0,North East,1.0,,1.0,,,,,,0.0,2.0,,,,
170959,243463,อุทยานแห่งชาติเขาหลวง,4,0,Nakhon Si Thammarat,80230,w1qzte3,0,0.0,,,0,0,97,0,0,0,Mountain,,,3.0,,,,,,,,,,,
171020,243539,ร้านมุมเล็ก@ขนอม,1,0,Nakhon Si Thammarat,,w1xh239,0,5.0,,1.0,1,0,226,0,0,0,Southern Food,1.0,,1.0,,,,,,,,,,,
171070,243595,ลาวญวน By ตำมั่ว,1,0,Nakhon Si Thammarat,,w1rpdvg,0,3.739837398,19.0,6.0,8,2,3910,3,0,3,North East,2.0,,3.0,0.0,,,,,,,,,,
171170,243715,ตำแหลก,1,0,Nakhon Si Thammarat,80000,w1rpg4b,0,3.0,12.0,,1,9,379,1,0,0,North East,2.0,,3.0,,,,,,,,,,,
171227,243790,ก๋วยเตี๋ยวหมูโบราณ,1,0,Nakhon Si Thammarat,,w1rpdvq,0,2.0,,,1,0,80,1,0,1,Quick Meal,1.0,,1.0,0.0,,,,,,2.0,,,,
171266,243839,ร้านรวยเส้น,1,0,Nakhon Si Thammarat,80000,w1rpep6,0,0.0,,,0,0,241,0,0,0,Noodles,,,,,,,,,,,,,,
171270,243843,Caffè D´Oro,1,0,Nakhon Si Thammarat,,w1x01c8,0,0.0,118.0,,0,4,235,0,0,0,Café/Coffee Shop,1.0,,3.0,1.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0.0,0.0
171283,243858,วัดจอมทอง,4,0,Nakhon Si Thammarat,80120,w1x52en,0,0.0,,,0,0,53,0,0,0,Temple,,,,,,,,,,,,,,
171431,244040,ขนมจีนแม่ยาย เส้นสดน้ำแกงปูม้า,1,0,Nakhon Si Thammarat,80160,w1x13bd,0,3.277777778,,5.0,4,2,1365,2,0,0,Southern Food,1.0,,,,,,,,,,,,,
171556,244187,Coffee Car Thungsong,1,0,Nakhon Si Thammarat,80110,w1qykmb,0,4.0,,7.0,2,0,1253,1,0,5,Café/Coffee Shop,1.0,,,,,,,,1.0,,,,,
171618,244260,สเต็ก โชกุน,1,0,Nakhon Si Thammarat,,w1rpfus,1,0.0,,,0,0,94,0,0,0,Steak House/Barbeque,1.0,,,,,,,,,,,,,
171665,244311,The Old Time,1,0,Nakhon Si Thammarat,,w1rj76j,0,4.0,,3.0,1,0,2027,2,0,12,Thai,2.0,,1.0,,,,,,,,,,,
171707,244361,ล้านตำ บักหำน้อย,1,0,Nakhon Si Thammarat,,w1x042s,0,3.0,,2.0,1,0,342,1,0,0,North East,1.0,,1.0,,,,,,,,,,,
171838,244510,ใบตองข้าวมันหมูย่าง,1,0,Nakhon Si Thammarat,80000,w1rpfu0,0,3.573033708,,6.0,5,0,1211,6,0,2,Thai,1.0,,1.0,0.0,,,,,,,,,,
171865,244540,Aava Resort and Spa,2,0,Nakhon Si Thammarat,80210,w1xh09w,0,0.0,,,0,0,381,0,0,0,Spa & Massage,,,,,,,,,,,,,,
171897,244576,ส้มตำกรอบ,1,0,Nakhon Si Thammarat,,w1qykqy,0,4.227272727,,2.0,2,0,870,0,0,2,North East,2.0,,1.0,,,,,,,,,,,
172002,244709,ข้าวมันไก่ (โก้โล้ง),1,0,Nakhon Si Thammarat,,w1x13ch,0,3.0,,1.0,1,1,236,0,0,0,Other,1.0,,,,,,,,,,,,,
172263,245016,แสงไทย ทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qykqb,0,0.0,,1.0,0,1,635,0,0,0,Quick Meal,2.0,,1.0,0.0,1.0,1.0,1.0,,1.0,5.0,,,,
172270,245024,Cafe Amazon,1,0,Nakhon Si Thammarat,,w1rmbcb,1,0.0,,,0,0,208,1,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
172596,245432,อิสานน้าตึ๋ง,1,0,Nakhon Si Thammarat,80210,w1xh0rc,0,5.0,,1.0,2,1,605,0,0,0,North East,1.0,,,,,,,,,,,,,
172640,245488,คอฟฟี่คอร์เนอร์,1,0,Nakhon Si Thammarat,80110,w1qy7vn,0,0.0,,,0,0,135,0,0,0,Juice/Coffee/Tea/Soft drinks,,,,,,,,,,,,,,
172710,245574,บลูเม้าท์เท้น,1,0,Nakhon Si Thammarat,80240,w1qxjnm,0,0.0,,,0,0,236,0,0,0,Thai,,,,,1.0,1.0,,,,,,,,
172744,245613,โรตีบังหีม,1,0,Nakhon Si Thammarat,,w1x048j,0,0.0,,,0,0,162,0,0,0,Muslim,1.0,,,,,,,,,,,,,
